no,w1,w2,w3,industry,scale,q1,q1b_1,q1b_2,q1b_3,q1b_4,q1b_5,q1b_6,q1b_7,q1b_8,q1b_9,q2,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2a_8,q2b,q2bb_1,q2bb_2,q2bb_3,q2bb_4,q2bb_5,q2bb_6,q2bb_7,q2bb_8,q2bb_9,q2bb_10,q3,q3a,q4,q4b_1,q4b_2,q4b_3,q4b_4,q4b_5,q4b_6,q4b_7,q4b_8,q4b_9,q4b_10,q5,q5a,q5b,q5c_1,q5c_2,q5c_3,q5c_4,q5c_5,q5c_6,q5c_7,q5c_8,q5c_9,q5d,q5e_1,q5e_2,q5e_3,q5e_4,q5e_5,q5e_6,q5e_7,q5e_8,q5e_9,q6,q6a_2,q6a_3,q6a_4,q6a_5,q6b,q6q6b,q7a,q7b,q7b_1,q7b_2,q7c,q7c_1,q7c_2,q7c_3,q8a0,q8a,q8b0,q8b,q8c0,q8c,q9,q9a2,q9a3,q10,q11,q11a1,q11b1,q11a2,q11b2,q11a3,q11b3,q12_1,q12_2,q12_3,q12_4,q12_5,q12_6,q13,q14_1,q14_2,q14_3,q14_4,q14_5,q15_1,q15_2,q15_3,q15_4,q15_5,q15_6,q15_7,q16,q16a,q16b_1,q16b_2,q16b_3,q16b_4,q16b_5,q17,q17a_1,q17a_2,q17a_3,q17a_4,q17a_5,q17a_6,q17a_7,q17a_8,q17a_9,q18a,q18b,q18c,q18d,q18e,q18f,q19,q19a,q20_1,q20_2,q20_3,q21,q21a_1,q21a_2,q21a_3,q21a_4,q21a_5,q21a_6,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q22_8,q23,q23a,q23b,q23c,q23ca,q23caa,q23cb,q24,q24a_1,q24a_2,q24a_3,q24a_4,q24a_5,q24a_6,q24a_7,q24a_8,q24a_9,q24a_10
BR17641,10.2962962962963,13.4225352112676,13.4225352112676,18,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,1,1,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4,5,9,168,168,0,24000,24000,0,0,2, ,2, ,2, ,3, ,1,1,1,2,2500, , , , ,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,2, ,0,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BR17643,10.2962962962963,13.4225352112676,13.4225352112676,18,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,0,0,0,1,0,1,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,1,0,0,0,0,1,0,1,0,0,5,6,9,168,168,0,24000,24000,0,0,2, ,1,3,2, ,2,1, ,1,2, , ,1, , , ,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,2, ,0,0,1,2,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BR17653,10.2962962962963,13.4225352112676,40.2676056338028,18,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,3,2,1,0,0,13,16,9,190.7,168,22.7,28348,25000,3348,0,2, ,1,6,2, ,2,1, ,1,1,2,2500, , , , ,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2, ,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BR17658,10.2962962962963,13.4225352112676,13.4225352112676,18,1,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,1,0,0,1,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,1,0,1,0,0,1,0,0,1,1,0,0,0,16,17,9,188,168,20,30080,25800,2680,1600,1,5,1,5,1,3,2,1, ,1,2, , ,2,2000, , ,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3,2,2,2,2, ,1,0,0,2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BR17660,10.2962962962963,13.4225352112676,53.6901408450704,18,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,4,0,4,0,0,15,19,9,168,168,0,24000,24000,0,0,1,3,1,3,2, ,2,1, ,1,2, , ,1, , , ,0,0,1,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,1,2,1,1,0,2,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BR17663,10.2962962962963,13.4225352112676,40.2676056338028,18,1,2,1,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,3,3,0,0,0,18,21,9,168,168,0,24000,24000,0,0,2, ,2, ,2, ,2,1, ,1,2, , ,1, , , ,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,4,3,3,1,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BR17666,10.2962962962963,13.4225352112676,40.2676056338028,18,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,1,0,0,0,0,0,0,3,0,3,0,0,25,28,9,190.7,168,22.7,27348,24000,3348,0,2, ,1,6,2, ,1, , ,1,1,2,2500, , , , ,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,2,3,2, ,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BR17669,10.2962962962963,13.4225352112676,40.2676056338028,18,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,3,0,3,0,0,26,29,9,236,168,68,35000,24000,10000,1000,2, ,1,7,1,6,3, ,2,1,2, , ,2,1000, , ,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,2,1,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,0,0,1,0,0,1,0,0,0,0
BR23141,6.90243902439024,7.75223880597015,15.5044776119403,18,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,1,0,0,1,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,2,2,0,0,0,28,30,9,198,168,30,33370,24000,4370,5000,1,6,1,7,1,3,2,2, ,2,2, , ,2,2000, , ,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,3,2,2,2,2, ,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BR23142,6.90243902439024,7.75223880597015,15.5044776119403,18,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,2,2,0,0,0,34,36,9,178,168,10,26000,24000,2000,0,2, ,1,5,1,4,2,1, ,1,1,2,2500, , , , ,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,3,3,3,1,2,0,0,1,2,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BR23143,6.90243902439024,7.75223880597015,31.0089552238806,18,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,4,0,4,0,0,36,40,9,210,168,42,29628,24000,5628,0,2, ,1,3,2, ,2,1, ,1,1,2,2500, , , , ,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,3,3,2,3,3,1,2,1,1,0,2,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BR23145,6.90243902439024,7.75223880597015,15.5044776119403,18,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,1,0,0,0,1,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,2,0,2,0,0,40,42,9,168,168,0,24000,24000,0,0,1,1,1,3,1,3,2,1, ,2,1,2,2000, , , , ,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,3,3,2,2,1,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BR23147,6.90243902439024,7.75223880597015,31.0089552238806,18,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,1,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,4,4,0,0,0,45,49,9,198.5,168,30.5,28442,24000,4442,0,2, ,1,7,1,3,2,1, ,1,1,2,2500, , , , ,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2, ,0,0,1,2,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1, , , , , , ,2,1,0,0,0,0,1,0,0,0,0
BR23149,6.90243902439024,7.75223880597015,93.0268656716418,18,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,12,12,0,0,0,63,75,9,188,168,20,26680,24000,2680,0,1,3,1,6,1,2,2,1, ,1,1,2,2500, , , , ,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,3,1,1,1,1,0,2,0,0,1,0,0,0,0,1,0,2,3,3,3,2,3,1,2,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,0,0,0,0,0,0,0,0,1,0
BR23150,6.90243902439024,7.75223880597015,46.5134328358209,18,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,6,6,0,0,0,42,48,9,176,168,8,26202,25037,1165,0,2, ,1,4,1,2,2,1, ,1,1,2,2500, , , , ,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BR23151,6.90243902439024,7.75223880597015,54.2656716417911,18,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,0,0,0,1,0,0,1,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,1,0,1,0,0,0,0,0,7,0,7,0,0,46,53,9,197,168,29,29224,25000,4224,0,1,4,1,5,2, ,2,1, ,1,1,2,2500, , , , ,0,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,2,3,2,1,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1, , , , , , ,2,0,0,0,0,0,1,0,0,0,0
BR23152,6.90243902439024,7.75223880597015,62.0179104477612,18,2,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,0,0,1,1,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,0,1,0,0,1,0,0,8,0,8,0,0,45,53,9,210,168,42,30086,24000,5586,500,2, ,1,5,1,2,2,1, ,1,1,2,3250, , , , ,0,0,1,0,0,0,2,1,1,0,0,0,1,1,1,1,0,0,0,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,5,3,3,1,1,1,0,0,2,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1, , , , , , ,2,1,0,0,0,1,1,0,0,0,0
BR23154,6.90243902439024,7.75223880597015,46.5134328358209,18,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,0,0,0,0,0,0,0,0,0,1,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,1,0,0,0,0,0,6,6,0,0,0,54,60,9,168,168,0,24000,24000,0,0,1,3,1,4,1,2,2,1, ,1,1,1, , , , , ,0,0,1,0,0,0,4,1,1,0,0,0,1,0,1,0,0,0,0,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BR23155,6.90243902439024,7.75223880597015,54.2656716417911,18,2,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,10,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,7,7,0,0,0,45,52,9,214,168,46,31600,24000,6000,1600,1,6,1,3,1,3,3, ,1,1,3, , , , ,1, ,0,0,0,0,0,0, ,1,1,1,1,0,1,1,0,1,0,0,0,1,3,1,1,1,1,0,2,0,0,0,0,0,0,0,1,0,2,2,2,4,3,2,1,2,0,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,1,1,0,0,0,0,1,0,0,0
BR23157,6.90243902439024,7.75223880597015,77.5223880597015,18,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4,5,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,10,10,0,0,0,48,58,9,216,168,48,34991,24000,6991,4000,2, ,1,7,1,4,2,1, ,1,1,2,2100, , , , ,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,2,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,1,0,1,0,0,0,0,0,0,0
BR23158,6.90243902439024,7.75223880597015,62.0179104477612,18,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,1,1,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,0,1,0,0,0,1,0,0,8,0,8,0,0,63,71,9,213,168,45,41277,24725,6722,9830,1,4,1,4,1,3,2,1, ,1,1,1, , , , , ,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,2,1,1,1,1,0,2,0,1,0,0,1,0,0,0,0,1,2,2,2,2,2,2, ,0,0,1,2,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BR23162,6.90243902439024,7.75223880597015,124.035820895522,18,2,2,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1, ,1,0,0,1,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,16,0,16,0,0,61,77,9,179,168,11,25474,24000,1474,0,2, ,1,3,1,3,2,1, ,1,1,2,2500, , , , ,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2, ,0,0,1,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BR23164,6.90243902439024,7.75223880597015,100.779104477612,18,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,4,10,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,13,13,0,0,0,72,85,9,200,168,32,35795,30000,5795,0,2, ,1,2,1,2,2,2, ,2,1,1, , , , , ,1,0,0,0,0,0,4,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,2,3,2, ,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BR23166,6.90243902439024,7.75223880597015,85.2746268656717,18,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,2,9,0,0,81,92,9,214,168,46,33300,25000,6700,1600,2, ,1,6,2, ,2,1, ,1,1,2,2500, , , , ,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,1,2,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,1,0,1,0,0,0,0,0,0,0
BR23168,6.90243902439024,7.75223880597015,131.788059701493,18,2,2,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1, ,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,17,0,17,0,0,67,84,9,191,168,23,28141,24000,3141,1000,2, ,1,3,1,2,2,1, ,1,2, , ,2,2000, , ,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,2,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BR27670,6.90243902439024,7.75223880597015,15.5044776119403,18,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,1,1,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,0,1,0,0,0,0,1,0,0,2,2,0,0,0,30,32,9,168,168,0,24200,24200,0,0,2, ,1,4,2, ,2,1, ,1,1,2,2267, , , , ,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,2, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,2,0,0,1,2,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BR27673,6.90243902439024,7.75223880597015,54.2656716417911,18,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,2,0,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,1,0,0,7,7,0,0,0,32,39,9,214,168,46,30164,24000,6164,0,1,6,1,7,1,4,3, ,1,1,2, , ,1, , , ,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,2,2,1,1,1,1,0,2,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BR27674,6.90243902439024,7.75223880597015,77.5223880597015,18,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,10,10,0,0,0,24,34,9,201.2,168,33.2,29415,25000,4415,0,1,2,1,2,1,2,2,1, ,1,1,2,2500, , , , ,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,1,0,0,0,0,0,0,0,0,0
BR27678,6.90243902439024,7.75223880597015,38.7611940298507,18,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1, ,1,1,0,1,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,5,0,5,0,0,35,40,9,208,168,40,36500,24500,8000,4000,1,7,1,7,1,6,2,1, ,1,1,2,3000, , , , ,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,2,2,3,3,2,2, ,1,0,0,2,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BR27679,6.90243902439024,7.75223880597015,85.2746268656717,18,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,4,10,1,1,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,11,0,11,0,0,35,46,9,200,168,32,28661,24000,4661,0,2, ,1,7,2, ,2,2, ,2,1,2,4500, , , , ,0,0,1,1,0,0,2,1,1,0,0,0,0,1,1,1,0,0,0,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,2,1,0,1,0,0,0,0,0,0,0
BR27680,6.90243902439024,7.75223880597015,46.5134328358209,18,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,9,1,1,0,0,0,0,1,0,0,0,0,1,3,2,0,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,6,6,0,0,0,40,46,9,214,168,46,30800,24000,6800,0,1,3,1,7,1,2,2,1, ,1,1,1, , , , , ,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,2,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , , ,1,0,0,0,0,0,0,0,0,0,0
BR27681,6.90243902439024,7.75223880597015,69.7701492537313,18,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,9,9,0,0,0,33,42,9,188,168,20,26660,24000,2660,0,1,6,1,6,2, ,2,1, ,1,1,2,2500, , , , ,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2, ,0,0,1,2,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1, , , , , , ,2,1,0,0,0,0,0,0,0,0,0
BR27682,6.90243902439024,7.75223880597015,77.5223880597015,18,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,10,2,8,0,0,32,42,9,208,168,40,29360,24000,5360,0,1,3,1,3,2, ,2,1, ,1,3, , , , ,1, ,0,0,0,0,0,0, ,1,1,1,0,0,1,1,0,0,0,0,0,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2, ,0,0,1,2,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1, , , , , , ,2,1,0,0,0,1,0,0,0,0,0
BR27683,6.90243902439024,7.75223880597015,23.2567164179105,18,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,4,1,1,0,1,0,0,1,0,0,0,0,2, , ,0,0,0,0,0,0,0,0,0, ,1,0,0,0,0,0,0,0,0,3,2,1,0,0,41,44,9,198,168,30,31070,25320,4150,1600,2, ,1,6,1,3,2,1, ,1,1,2,2500, , , , ,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,3,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2, ,1,1,0,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1, , , , , , ,2,0,0,1,0,0,0,0,0,0,0
