no,w,t1,t2,t19,country,gender,age,q1,q1a_1,q1a_2,q1a_3,q1a_4,q1a_5,q1a_6,q1a_7,q1a_8,q1a_9,q1a_10,q1a_11,q1a_12,q2,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2a_8,q2a_9,q3_1,q3_2,q3_3,q3_4,q3_5,q3_6,q4,q5,q6,q6a_1,q6a_2,q6a_3,q6a_4,q6a_5,q7,q8a,q8b,q8c,q8d,q8e,q9_0_1,q9_1_1,q9_2_1,q9_3_1,q10,q10a,q11,n12,q13,q13a_1_1,q13a_1_2,q13a,n14,n14a_1_1,n14a_2_1,n14b_1_1,n14b_1_2,q15,q15a_1_1,q15a_1_2,q15b,q15c_1,q15c_2,q15c_3,q15c_4,q151,q151a,q16,q16a,q17,q17a,q18,q18a_1,q18a_2,q18a_3,q18a_4,q18b,q19,q19a,q19b_1,q19b_3,q19b_4,q20a,q20b,q20c,q20d,q20e,q20f,q20g,q21a_1,q21a_2,q21b_1,q21b_2,q21c_1,q21c_2,q21d_1,q21d_2,q21e_1,q21e_2,q21f_1,q21f_2,q21g_1,q21g_2,q21h_1,q21h_2,q22,q22a,q22b_1,q22b_2,q22b_3,q22b_4,q22b_5,q22b_6,q22b_7,q22b_8,q22c,q22d,q23,q23a,q24_1,q24_2,q24_3,q25,q25a_1,q25a_2,q25a_3,q25a_4,q25a_5,q25a_6,q25a_7,q25a_8,q26_1,q26_2,q26_3,q26_4,q26_5,q26_6,q26_7
B1217309,65.9692826933062,12,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4,4,2,1,1,1,0,0,3,2,3,1,1,1,24335,17000,2835,4500,1, ,1,1,1,2,20,2.333333333,2,7,20,1,40,2,1,11,1,0,0,0,0,2,1,1,1,2, ,1,1,1,0,0,2,1, ,0,0,0,3,3,2,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0
B1217312,66.9290538475225,12,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,3,2,2,1,1,1,19700,18000,1200,500,2,1,1,1,1,2,0,2,2,9,20,4,0,2,2,11,1,0,0,0,0,1, ,1,1,2, ,1,1,1,0,0,2,1, ,0,0,0,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,1,0,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
B1217316,66.9290538475225,12,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,2,1,0,0,0,0,0,3,2,2,2,1,1,21400,18000,2400,1000,2,1,1,1,2, , ,0,2,8,21,2,30,3, , ,1,1,0,1,0,2,1,1,1,2, ,1,1,1,1,0,2,1, ,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0
B1217318,66.9290538475225,12,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,3,2,2,2,1,1,19768,17000,2268,500,1, ,2,1,2, , ,0,2,6,20,1,30,3, , ,1,1,1,0,0,1, ,2, ,3, ,1,1,1,0,0,1,1, ,0,0,0,4,3,3,3,2,2,2,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,2,1,0,0,1,1,0,1,0,1,1,2, ,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
B1217320,65.9692826933062,12,3,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,3,3,2,1,0,0,0,0,3,2,3,1,1,2,20400,18000,2400,0,1, ,1,1,2, , ,0,2,7,20,1,40,3, , ,1,1,0,0,0,1, ,1,1,2, ,1,1,1,0,0,2,1, ,0,0,0,4,3,2,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
B1217326,66.9290538475225,12,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,4,2,0,1,0,0,0,3,2,2,2,1,1,20300,18000,1800,500,1, ,1,1,2, , ,0,2,9,21.5,4,0,2,1,9,1,0,0,0,0,1, ,1,1,1,3,1,1,0,0,0,1,1, ,0,0,0,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B1217327,66.9290538475225,12,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,3,2,2,1,1,1,21835,17000,2835,2000,1, ,1,1,1,2,0,2,2,7,22,5,0,2,1,10,1,0,0,0,0,1, ,1,1,2, ,1,1,1,1,0,1,1, ,0,0,0,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,0,0,1,1,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
B1217328,65.9692826933062,12,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,3,2,3,1,1,1,21400,18000,2400,1000,1, ,1,1,2, , ,0,2,6.5,20,3,0,3, , ,1,1,0,0,0,1, ,1,1,1,2,1,1,1,0,0,1,1, ,0,0,0,3,3,3,3,3,3,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,0,1,1,1,0,0,1,4,2, ,0,0,1,2,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0
B1217329,73.8391150145825,12,3,1,1,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,4,1,0,0,0,0,0,3,2,1,2,1,1,20900,18000,2400,500,1, ,1,1,2, , ,0,2,7,20,1,30,3, , ,1,1,0,0,0,1, ,1,1,1,1,1,1,0,0,0,1,1, ,0,0,0,4,3,3,3,2,3,3,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0
B1217330,68.5353631256394,12,3,2,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,3,2,4,1,1,2,19268,17000,2268,0,1, ,2,1,2, , ,0,2,6,21,1,40,3, , ,1,0,1,0,0,1, ,1,1,3, ,1,1,0,0,0,2,1, ,0,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,2,4,1,2,0,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
B1217331,66.9290538475225,12,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,3,2,2,2,1,2,19835,17000,2835,0,1, ,1,1,2, , ,0,2,6,18,2,0,2,1,10,1,0,0,0,0,2,1,2, ,1,3,1,1,1,0,0,2,1, ,0,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,1,0,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
B1217332,66.9290538475225,12,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,3,2,2,1,1,2,20300,18000,1800,500,1, ,1,1,2, , ,0,2,8.5,20,3,0,2,1,10,1,0,0,0,0,1, ,1,1,2, ,1,1,0,0,0,1,1, ,0,0,0,4,2,2,2,2,2,2,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,0,1,1,1,1,1,0,0,1,1,2, ,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
B1217334,65.9692826933062,12,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,3,2,3,2,1,1,19835,17000,2835,0,1, ,1,1,1,3,30,3.5,2,8,18,1,30,3, , ,1,1,0,1,0,2,1,1,1,2, ,1,1,1,0,0,1,1, ,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
B1217335,65.9692826933062,12,3,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,4,1,0,0,0,0,0,3,2,3,1,1,2,19800,18000,1800,0,1, ,1,1,1,3,10,3.166666667,1,7,17,3,20,2,1,11,1,0,0,0,0,1, ,1,1,2, ,1,1,1,0,0,1,1, ,0,0,0,3,2,2,3,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,0,2,4,1,2,0,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
B1217336,65.9692826933062,12,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,1,3,2,0,0,1,0,0,3,2,3,3,1,1,20400,18000,2400,0,1, ,1,1,2, , ,0,2,7,20,1,40,3, , ,1,0,1,0,0,1, ,1,1,3, ,1,1,0,0,0,2,1, ,0,0,0,3,2,2,3,2,2,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,2,0,1,1,1,1,1,1,0,2,4,2, ,0,0,1,2,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0
B1217337,66.9290538475225,12,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,4,1,0,0,0,0,0,3,2,2,1,1,1,19268,17000,2268,0,1, ,1,1,1,2,0,2,2,7,20,4,0,3, , ,1,0,1,0,0,1, ,2, ,3, ,1,1,0,0,0,1,1, ,0,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
B1217338,65.9692826933062,12,3,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,3,2,3,1,1,2,20400,18000,2400,0,1, ,1,1,2, , ,0,2,7,20,1,40,3, , ,1,1,0,0,0,1, ,1,1,2, ,1,1,1,0,0,1,1, ,0,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,0,1,1,1,1,0,2,4,2, ,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
B1217339,65.9692826933062,12,3,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,3,2,3,1,1,2,19835,17000,2835,0,1, ,1,1,1,1.5,0,1.5,2,7,17.5,2,40,3, , ,1,1,1,1,0,2,1,1,1,3, ,1,1,1,0,0,1,1, ,0,0,0,3,2,3,2,3,2,2,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
B1217340,73.8391150145825,12,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,4,3,1,0,0,0,0,0,3,2,1,2,1,1,19835,17000,2835,0,2,1,1,1,2, , ,0,1,6,21,1,0,3, , ,1,1,0,0,0,1, ,2, ,1,3,1,1,0,1,0,1,1, ,0,0,0,3,3,3,3,3,3,3,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,0,0,1,0,1,1,2, ,0,0,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
B1217341,73.8391150145825,12,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,3,2,1,2,1,1,20300,18000,1800,500,4, ,1,1,1,4,0,4,2,7,19,4,30,2,1,10,1,0,0,0,0,1, ,2, ,1,2,1,1,0,0,0,2,1, ,0,0,0,4,4,2,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,0,0,0,0,0,0,1,0,2,1,2, ,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
B1217343,66.9290538475225,12,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,3,2,2,1,1,1,19268,17000,2268,0,1, ,1,1,1,4,0,4,1,6,18,4,0,3, , ,1,0,1,0,0,1, ,1,1,2, ,1,1,0,0,0,2,1, ,0,0,0,1,1,2,3,2,3,2,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
B1217345,68.5353631256394,12,3,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,3,2,4,1,1,1,20400,18000,2400,0,1, ,1,1,2, , ,0,2,7,20,1,40,3, , ,1,1,0,0,0,1, ,1,1,2, ,1,1,0,0,0,2,1, ,0,0,0,2,2,2,2,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B1217346,68.5353631256394,12,3,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,3,2,1,0,1,1,0,3,2,4,2,1,1,21168,17900,2268,1000,1, ,2,1,1,1,0,1,2,7.5,20,4,30,2,1,10,1,0,0,0,0,1, ,1,1,1,2,1,1,1,0,0,1,1, ,0,0,0,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
B1217351,65.9692826933062,12,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,3,2,1,0,0,0,1,3,2,3,1,1,1,20400,18000,2400,0,1, ,1,1,2, , ,0,2,9,20.5,2,30,3, , ,1,1,1,1,0,2,1,1,1,2, ,1,1,0,1,0,1,1, ,0,0,0,2,1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B1217354,66.9290538475225,12,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,2,0,1,0,0,0,3,2,2,1,1,1,25801,23000,2301,500,1, ,1,1,1,2,30,2.5,2,7,20,1,30,2,1,11,1,0,0,0,0,1, ,1,3,1,2,1,1,0,0,0,2,1, ,0,0,0,2,3,3,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,1,4,1,1,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
B1217356,65.9692826933062,12,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,3,2,3,1,1,1,18701,17000,1701,0,2,1,1,1,1,8,0,8,1,8,20,2,0,2,1,11,1,0,0,0,0,1, ,1,1,3, ,1,1,0,1,0,1,1, ,0,0,0,2,2,2,2,2,2,2,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,0,1,0,1,0,0,2,1,2, ,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
B1217358,65.9692826933062,12,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,3,2,3,2,1,1,19835,17000,2835,0,1, ,1,1,2, , ,0,2,7,20,3,0,3, , ,1,1,0,0,0,1, ,1,1,1,2,1,0,1,0,0,2,1, ,0,0,0,3,3,2,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,0,1,0,2,2,2, ,1,0,0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0
B1217360,66.9290538475225,12,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,3,2,2,1,1,2,20686,17810,2376,500,1, ,1,1,2, , ,0,2,7,20,1,30,3, , ,1,0,1,0,0,1, ,2, ,1,3,1,1,0,0,0,2,1, ,0,0,0,2,3,3,3,2,3,2,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,2,0,1,1,1,0,0,1,0,1,1,2, ,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
B1217361,73.8391150145825,12,3,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,3,2,1,2,1,1,19835,17000,2835,0,1, ,1,1,1,4,0,4,1,8,20,4,0,3, , ,1,0,1,1,0,2,1,1,1,3, ,1,1,1,0,0,1,1, ,0,0,0,3,2,2,3,2,2,2,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
B1217362,65.9692826933062,12,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,4,4,2,1,0,0,0,0,3,2,3,1,1,1,19268,17000,2268,0,2,1,1,1,2, , ,0,2,8,20,4,0,2,1,10,1,0,0,0,0,2,1,2, ,3, ,1,1,1,0,0,1,1, ,0,0,0,2,2,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0
B1217365,68.5353631256394,12,3,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,3,2,1,0,0,1,0,3,2,4,1,1,1,19835,17000,2835,0,1, ,1,1,2, , ,0,2,8,17,3,20,3, , ,1,1,0,0,0,1, ,2, ,2, ,1,1,1,0,0,1,1, ,0,0,0,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
B1217367,66.9290538475225,12,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,3,2,2,2,1,1,19268,17000,2268,0,1, ,1,1,2, , ,0,1,7,20,1,30,3, , ,1,0,1,0,0,1, ,1,3,2, ,1,1,0,0,0,1,1, ,0,0,0,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B1217371,65.9692826933062,12,3,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,2,1,0,1,0,0,3,2,3,2,1,2,19800,18000,1800,0,1, ,1,1,1,2,0,2,2,7,20,1,40,2,1,11,1,0,0,0,0,2,1,1,1,1,2,1,1,1,0,0,2,1, ,0,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,2, ,0,0,1,2,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0
B1217372,68.5353631256394,12,3,1,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,2,1,1,0,0,0,3,2,4,1,1,1,20400,18000,2400,0,1, ,1,2,1,1,0,1,2,7,24,1,40,3, , ,1,1,0,0,0,1, ,2, ,2, ,1,1,0,0,0,1,1, ,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B1217373,65.9692826933062,12,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,3,2,3,2,1,1,19268,17000,2268,0,4, ,1,1,1,2,0,2,2,7,20,1,40,2,1,11,1,0,0,0,0,2,1,1,1,2, ,1,1,1,0,0,1,1, ,0,0,0,1,3,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,0,1,1,0,2,4,2, ,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
B1217374,73.8391150145825,12,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,4,4,2,1,0,0,0,0,3,2,1,2,1,2,20300,18000,1800,500,1, ,2,1,1,6,0,6,1,7,20,1,30,2,1,11,1,0,0,0,0,2,1,1,1,3, ,1,1,0,0,0,2,1, ,0,0,0,3,3,3,3,3,4,4,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0
B1217381,65.9692826933062,12,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,2,1,0,0,0,0,3,2,3,1,1,1,21201,18933,2268,0,1, ,1,1,1,8,0,8,1,8,20,4,0,2,1,11,1,0,0,0,0,1, ,1,1,1,2,1,1,1,0,0,2,1, ,0,0,0,3,3,3,3,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,0,1,1,4,2,1,1,1,1,0,2,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0
B1217382,65.9692826933062,12,3,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,4,1,0,0,0,0,0,3,2,3,1,1,2,20835,17000,2835,1000,1, ,1,1,1,3,10,3.166666667,2,8,20,4,30,2,2,10,1,0,0,0,0,2,1,2, ,3, ,1,1,1,0,0,1,1, ,0,0,0,2,2,2,2,2,2,2,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,2,1,1,2,0,0,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
B1217385,65.9692826933062,12,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,4,2,1,0,0,0,0,3,2,3,1,1,1,18701,17000,1701,0,1, ,1,1,2, , ,0,2,7.5,18,2,40,2,1,8,1,0,0,0,0,1, ,1,3,1,3,1,1,0,1,0,1,1, ,0,0,0,2,2,2,3,2,1,2,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
B1217390,66.9290538475225,12,3,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,2,1,0,0,0,0,3,2,2,2,1,1,20400,18000,2400,0,1, ,2,1,2, , ,0,2,7,19.5,3,30,3, , ,1,1,0,0,0,1, ,1,1,1,2,1,1,1,1,0,2,1, ,0,0,0,1,3,2,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
B1217391,65.9692826933062,12,3,1,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,3,2,3,2,1,1,18500,18000,0,500,1, ,1,1,2, , ,0,2,7,20,1,40,1,4,11, ,0,0,0,0,1, ,1,1,3, ,1,1,1,1,0,2,1, ,0,0,0,3,2,2,2,2,2,2,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,2,1,1,1,0,1,1,0,0,2,4,2, ,0,0,1,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1
B1217393,66.9290538475225,12,3,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,5,2,1,0,0,0,0,3,2,2,1,1,2,19268,17000,2268,0,3,1,1,1,1,4,10,4.166666667,1,6.5,19.5,4,0,3, , ,1,1,0,0,0,1, ,1,1,1,2,1,1,0,0,0,2,1, ,0,0,0,3,3,2,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
