no,w,county,q1,q1a_1,q1a_2,q1a_3,q1a_4,q1a_5,q1a_6,q1a_7,q1a_8,q1a_9,q2,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2a_8,q2a_9,q2a_10,q2a_11,q3_1,q3_2,q3_3,q3_4,q3_5,q3_6,q4,q5,q6,q6a_1,q6a_2,q6a_3,q6a_4,q6a_5,q7,q8a,q8b,q8c,q8d,q8e,q9,q9a,q10,q11,q11a_1,q11a_2,q11a_3,q12,q12a2,q12b,q12c_1,q12c_2,q12c_3,q12c_4,q121,q121a,q13,q13a_1,q13a_2,q14,q14a_1,q14a_2,q14b_1,q14b_2,q15,q15a,q16,q16a,q17,q17a_1,q17a_2,q17a_3,q17a_4,q17a_5,q17b_1,q17b_2,q17b_3,q18,q18a,q18b_1,q18b_2,q18b_3,q18b_4,q18b_5,q18b_6,q18b_7,q18b_8,q19a,q19b,q19c,q19d,q19e,q19f,q19g,q20,q20a,q20b_1,q20b_2,q20b_3,q20b_4,q20b_5,q20b_6,q20b_7,q20b_8,q20c,q20d,q21,q21a,q22_1,q22_2,q22_3,q23,q23a_1,q23a_2,q23a_3,q23a_4,q23a_5,q23a_6,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7,q25,q25b,q25ba,q25baa,q25baao,q25bb
540553,53.35511631,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,2,2,2,1,2,1, ,1,24268,21500,2268,500,2,8,1,0,0,0,0,2,1,1,2,0,2,8,9,3,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,2,0,1,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
540586,51.8541334,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,2,0,1,0,0,0,1,2,4,2,1,2,1, ,1,20701,19000,1701,0,2,12,1,0,0,0,0,2,1,1,1,0,1,7,9,4,0,2, ,1,2,1,1,1,1,1,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,0,1,0,0,1,1,0,0,2,1,1,1,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
540677,53.83029914,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,0,0,1,2,2,1,1,2,1, ,1,20898,18630,2268,0,2,12,1,0,0,0,0,1, ,1,0,24,1,9,9,4,0,1,1,1,2,1,1,1,1,1,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,3,1,0,1,1,0,0,0,0,2,2,1,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1, , , , , 
540719,66.8929563,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,0,0,2,2,4,2,2,1,1, ,1,19268,17000,2268,0,2,12,1,0,0,0,0,2,1,1,1,0,2,7,8,2.5,0,1,1,3, ,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,2,2, , , ,2
540922,51.08402265,16,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2,3,1,4,2,1, ,1,19268,17000,2268,0,3, ,1,1,1,0,0,1, ,2, , ,2,6,7,1,0,2, ,3, ,1,1,1,1,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,2,1,3,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,1,0,0,1,0,1,1,1,0,0,0,0,1, , , , , 
541325,50.30926772,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,0,0,1,2,1,1,1,1,1, ,3,19268,17000,2268,0,3, ,1,1,0,0,0,1, ,2, , ,2,6,9,1,0,1,1,3, ,1,1,0,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,3,2,3,3,2,1,3,0,1,1,0,0,1,0,0,2,1,2, ,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
541487,53.62310226,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,0,0,1,2,3,1,1,2,1, ,2,18701,17000,1701,0,2,10,1,0,0,0,0,1, ,2, , ,2,8,6,2,40,1,1,1,1,1,1,0,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,1,2,1,1,2,1,3,1,1,0,0,1,0,0,0,2,1,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
541493,55.06425765,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,2,3,2,1,2,1, ,1,24000,22000,2000,0,3, ,1,1,0,0,0,1, ,1,2,0,2,8,8,2,40,1,1,1,2,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,3,2,3,2,2,2,2,1,3,0,1,1,0,0,0,0,0,2,4,2, ,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
541517,64.10490147,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2,4,2,1,1,1, ,1,18933,17000,1933,0,3, ,1,0,1,0,0,1, ,2, , ,2,8,9,1,0,1,1,2, ,1,1,1,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,1,0,0,1, , , , , 
541598,55.06425765,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,2,1,0,0,0,0,1,2,3,3,1,1,1, ,3,24268,21500,2268,500,2,3,1,0,0,0,0,1, ,1,0,12,2,8,6,4,30,1,1,2, ,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,3,3,3,2,2,3,1,1,1,0,1,1,0,0,0,0,2,4,1,2,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,1,0,1, , , , , 
541701,56.56856046,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,0,0,1,2,2,1,1,1,1, ,1,20000,17000,2268,732,2,8,1,0,0,0,0,2,1,1,1,0,2,9,10,2,0,1,1,2, ,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,0,0,1,1,0,0,0,0,2,1,2, ,1,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,1, , , , , 
541863,5.474618877,19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,2,2,4,1,1, ,1,18500,17000,1500,0,1,12, ,0,0,0,0,1, ,2, , ,2,8,8,2,50,2, ,3, ,1,1,1,1,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,1,1,1,0,0,1,0,0,1,0,1,1,2, ,0,0,1,2,1,1,1,0,0,0,1,1,1,0,0,0,0,1, , , , , 
541866,53.28101787,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,0,0,1,2,4,1,1,1,1, ,1,21898,18630,2268,1000,2,4,1,0,0,0,0,1, ,1,0,24,2,6,8,2,40,1,1,1,2,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
541901,7.373761037,17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2,3,1,4,2,1, ,1,20268,17000,2268,1000,1,12, ,0,0,0,0,1, ,1,2,30,1,7,9,2,40,1,1,2, ,1,1,0,0,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,1, , , 
542160,3.644033909,13,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,3,2,1,0,0,0,0,0,1,2,2,1,3,2,1, ,2,29835,24000,2835,3000,3, ,1,1,1,1,0,2,1,2, , ,2,7,8,2,40,2, ,1,1,1,1,1,1,1,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,4,3,4,3,4,3,1,3,1,0,0,1,1,0,0,0,2,2,2, ,0,0,1,2,1,1,1,0,0,0,0,1,1,1,0,0,0,2,1,1, , , 
542210,51.8541334,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,1,0,0,0,0,0,1,2,4,1,1,1,1, ,1,19268,17000,2268,0,3, ,1,1,0,0,0,1, ,2, , ,2,7,7,4,30,1,1,2, ,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,2,2,3,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1, , , , , 
542587,53.74892939,13,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,1,2,2,1,1,0,0,0,1,2,2,1,1,2,1, ,1,19835,17000,2835,0,3, ,1,0,1,1,0,2,1,1,3,30,1,7,7,3.5,0,1,2,1,1,1,1,0,1,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,4,4,4,4,3,3,4,1,1,1,0,0,1,0,0,1,0,3,1,2, ,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
542685,53.36167925,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2,1,1,1,0,0,1,2,4,1,1,2,1, ,1,18500,17000,1500,0,2,13,1,0,0,0,0,2,1,1,12,0,2,7,8,3,0,1,1,3, ,1,1,0,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,3,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,0,0,2,0,1,0,1,1,0,0,0,1,1,1,0,0,1, , , , , 
542709,89.6412181,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,2,1,1,1,0,0,1,2,4,1,4,1,1, ,1,19500,17000,2268,232,3, ,1,1,0,0,0,1, ,2, , ,2,6,9,1.5,0,1,1,2, ,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1, , , 
542711,71.72794157,3,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,0,0,1,2,3,1,4,1,1, ,1,27398,22130,2268,3000,3, ,1,1,0,0,0,1, ,2, , ,2,6,8,5,0,1,1,2, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,3,3,2,3,3,1,1,1,1,0,1,0,0,0,0,2,4,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,2,1,1, , , 
542818,4.926095148,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,1,1,0,0,0,1,1,4,1,4,2,1, ,1,24000,20000,2268,1732,2,12,1,0,0,0,0,2,1,1,4,0,2,8,8,3,0,2, ,2, ,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,3,4,3,3,2,4,3,1,3,0,1,1,0,0,0,0,0,2,1,1,2,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1, , , , , 
542927,51.56331028,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,2,2,1,1,1,1, ,1,17943,17000,943,0,3, ,1,1,0,0,0,1, ,2, , ,2,6,6,4,30,1,1,2, ,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,2,3,2,2,2,1,1,0,0,0,0,0,1,0,0,2,4,2, ,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1, , , , , 
542951,52.91867064,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,3,1,1,1,1, ,1,23500,20665,2835,0,2,8,1,0,0,0,0,1, ,2, , ,1,7.5,6.5,2,0,2, ,2, ,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1, , , , , 
543019,49.17738088,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,1,0,0,0,0,0,1,2,3,1,1,1,1, ,1,20268,17000,2268,1000,3, ,1,0,1,1,0,2,1,1,3,0,2,7,7,2,0,1,2,3, ,1,1,1,0,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,2,2,3,3,2,3,3,1,3,1,0,1,0,0,0,1,0,2,1,2, ,1,0,0,2,1,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
543193,59.75663106,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,2,1,0,0,0,0,1,2,3,2,2,2,1, ,1,19268,17000,2268,0,3, ,1,1,0,0,0,1, ,2, , ,2,8,9.5,4,30,1,2,1,2,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,2,3,2,2,3,1,1,1,0,0,0,0,0,0,0,2,1,2, ,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,2,2, , , ,4
543213,25.50838044,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,2,3,1,1,1,1, ,1,19268,17000,2268,0,3, ,1,1,1,0,0,1, ,1,2,30,2,6,7.5,1.5,0,2, ,2, ,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,2,3,2,3,2,1,3,1,0,1,0,1,0,0,0,1,2,2, ,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,1, , , , , 
543316,52.58108011,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,1,0,0,0,0,0,1,2,4,1,1,2,1, ,2,19268,17000,2268,0,3, ,1,1,0,0,0,1, ,2, , ,2,6,7,4,30,1,2,2, ,1,1,0,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,2,4,2,3,3,1,2,1,0,1,1,0,0,0,0,2,2,2, ,1,0,0,2,1,0,0,0,0,0,1,0,1,1,0,0,0,1, , , , , 
543385,89.84485265,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,2,3,2,4,1,1, ,1,24268,21500,2268,500,2,12,1,0,0,0,0,1, ,1,1,0,2,6,7.5,1.5,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,3,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,2,2, , , ,2
543391,3.878968892,17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,2,2,2,2,1,1, ,1,22835,19500,2835,500,2,8,1,0,0,0,0,1, ,1,2,30,2,9,8,1,30,2, ,1,1,1,1,0,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,1,4,0,1,1,1,0,0,0,0,2,1,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1, , , , , 
543473,55.06425765,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,2,3,1,1,2,1, ,2,19835,17000,2835,0,3, ,1,0,0,1,0,2,1,1,2,0,2,7,7,2,40,1,1,3, ,1,1,0,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,2,3,2,2,2,2,2,1,1,0,1,0,1,0,0,0,0,2,2,2, ,1,0,0,2,0,0,1,1,0,0,1,0,0,1,1,0,0,1, , , , , 
543604,53.70428152,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,3,2,1,1,1,0,0,1,2,3,1,1,1,1, ,2,19835,17000,2835,0,3, ,1,0,1,1,0,2,1,2, , ,1,8,9,5,30,2, ,2, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,1,1,1,0,0,1,1,1,0,0,0,0,1, , , , , 
543694,55.06425765,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,2,3,2,1,1,1, ,1,23000,20232,2268,500,2,8,1,0,0,0,0,2,1,1,1,0,2,6,9,1.5,0,1,1,3, ,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
543708,52.89063313,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2,1,0,0,0,0,1,2,4,1,1,1,2,1,1,21000,17000,3000,1000,2,8,1,0,0,0,0,2,1,1,1,0,2,7,8,3,0,1,1,1,2,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,3,2,3,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,0,0,2,0,0,1,0,0,0,1,1,1,0,0,0,0,1, , , , , 
543801,55.06425765,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,2,1,0,0,0,0,1,2,3,1,1,1,3,1,2,23200,20200,3000,0,2,13.5,1,0,0,0,0,1, ,1,2,0,2,8.5,10,4,0,1,1,2, ,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,1,3,1,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,0,0,2,0,1,0,1,0,0,1,0,1,0,1,0,0,2,2, , , ,4
544042,51.02196324,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,0,0,0,1,2,2,3,1,2,2,1,1,19268,17000,2268,0,3, ,1,1,0,0,0,1, ,1,3,30,1,7.5,6,2,50,2, ,2, ,1,1,1,1,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,1,0,1,0,0,1,1,0,1,0,0,0,1, , , , , 
544077,51.44259972,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,0,0,0,0,0,1,2,3,2,1,1,1, ,1,20000,17000,2300,700,3, ,1,1,0,1,0,2,1,1,1,0,1,7,7,2,0,2, ,1,2,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,0,0,1,0,1,1,0,0,2,1,2, ,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1, , , , , 
544299,53.04284481,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,2,0,1,0,0,0,1,2,2,2,1,1,1, ,1,19130,18630,0,500,1,1, ,0,0,0,0,1, ,1,1,0,1,9,11,3,10,1,1,1,2,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,1,0,1,1,0,0,0,0,2,2,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
544346,49.35827225,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,1,0,0,0,0,0,1,2,1,2,1,1,1, ,1,19268,17000,2268,0,2,14,1,0,0,0,0,2,1,1,1,0,2,6,9.5,3,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
544596,50.8106561,10,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,2,1,0,0,0,0,0,1,2,3,2,1,1,1, ,1,19268,17000,2268,0,3, ,1,1,0,0,0,1, ,2, , ,2,8,8,4,0,1,1,2, ,1,1,0,0,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
544711,63.20866251,6,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,2,2,1,0,0,0,0,1,2,4,1,4,2,1, ,2,19268,17000,2268,0,2,10,1,0,0,0,0,2,1,1,2,22,1,7,10,2,0,2, ,3, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,4,5,4,4,3,4,3,1,3,0,0,0,1,0,1,0,0,1,4,2, ,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,1, , , , , 
544736,51.44259972,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,2,3,2,1,1,4, ,1,19500,17000,2268,232,3, ,1,1,0,0,0,1, ,2, , ,2,6,8,2.5,0,2, ,3, ,1,1,1,1,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1, , , , , 
544937,49.17738088,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,2,2,1,1,1,0,0,1,2,3,1,1,1,1, ,1,23000,20000,3000,0,3, ,1,1,1,1,0,2,1,2, , ,1,7,10,4,30,2, ,1,2,1,1,0,1,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,2,2,3,2,3,3,1,3,1,0,0,1,1,0,0,0,2,1,2, ,1,0,0,2,0,0,1,1,0,0,1,0,1,0,0,1,0,1, , , , , 
544951,53.83029914,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,4,1,0,0,0,0,0,1,2,2,2,1,1,1, ,1,20701,17000,1701,2000,2,11,1,0,0,0,0,2,1,1,6,0,2,7,6,2,0,2, ,2, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,2,2,3,2,2,2,1,1,1,0,1,1,0,0,0,0,2,2,2, ,1,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,0,2,1,1, , , 
544969,6.469787067,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,1,4,1,1, ,1,17000,17000,0,0,1,9, ,0,0,0,0,1, ,1,1,12,2,6,9,1,0,2, ,2, ,1,1,0,0,0,0,0,1,0,1, ,0,0,0,0,0,0,0,0,2,2,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,4,2,2, ,0,0,1,2,1,0,0,0,0,0,1,1,1,0,0,0,0,2,1,1, , , 
544998,53.35511631,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,2,2,2,1,1,1, ,1,18500,17000,1000,500,2,10,1,0,0,0,0,2,1,1,2,0,2,5,7,1.5,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,2,3,2,2,3,1,3,0,1,1,1,0,0,0,0,2,1,1,2,1,0,0,2,0,0,0,0,0,1,1,1,1,0,0,0,0,1, , , , , 
545093,50.57779133,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,2,1,0,0,0,0,1,2,4,1,1,1,1, ,1,19000,17000,2000,0,3, ,1,1,0,0,0,1, ,2, , ,2,7,8,3,30,1,1,2, ,1,1,1,0,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,2,3,2,2,1,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,1,0,1, , , , , 
545324,54.71297952,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,1,0,0,0,0,0,1,2,4,1,1,1,1, ,1,20317,19047,1270,0,2,8,1,0,0,0,0,2,1,2, , ,1,11,7,2,40,2, ,3, ,1,1,1,1,0,0,1,1,0,1, ,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,1,0,1,0,0,1,0,0,2,2,2, ,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1, , , , , 
545421,53.70428152,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,2,3,1,1,1,1, ,2,24835,21500,2835,500,2,10,1,0,0,0,0,2,1,1,8,0,2,8,10,2,50,1,2,1,1,1,1,0,1,0,0,1,0,0,1, ,0,0,0,0,0,0,0,0,2,2,3,2,3,3,2,1,1,1,0,1,1,0,0,0,0,2,1,2, ,1,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1, , , , , 
