no,w1,w2,w3,industry,scale,q1,q2,q2a_1,q2a_2,q2a_3,q2a_4,q2a_5,q2a_6,q2a_7,q2a_8,q2a_9,q2a_10,q3,aq3,aq3a,q3b,q3c_1,q3c_2,q3c_3,q3c_4,q3c_5,q3c_6,q3c_7,q3c_8,q3e_1,q3e_2,q3e_3,q3e_4,q3e_5,q3e_6,q3e_7,q3e_8,q4,q4a_1,q4a_2,q4a_3,q4a_4,q4a_5,q4a_6,q4a_7,q4a_8,q4a_9,q4b,q4bb_1,q4bb_2,q4bb_3,q4bb_4,q4bb_5,q4bb_6,q4bb_7,q4bb_8,q4bb_9,q4bb_10,q5,q5b_1,q5b_2,q5b_3,q5b_4,q5b_5,q5b_6,q5b_7,q5b_8,q5b_9,q5b_10,q5b_11,nq6b,nq6c_1,nq6c_2,nq6c_3,nq6c_4,q7a,q7b,q7bb,q7ca,q7cb,nq7d,nq7db,nq7dc,q8,q8a2,q8a3,q9,q10_1,q10_2,q10_3,q10_4,q10_5,q10_6,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q12,q13_1,q13_2,q13_3,q13_4,q13_5,q13_6,q14,q14a,q14b_1,q14b_2,q14b_3,q14b_4,q14b_5,q15a_1,q15a_2,q15a_3,q15a_4,q15a_5,q15a_6,q16,q16a,q17,q17a_1,q17a_2,q18,q18a_1,q18a_2,q18a_3,q18a_4,q18a_5,q19_1,q19_2,q19_3,q19_4,q19_5,q19_6,q19_7,q19_8,q19_9
191808,9.75423728813559,9.51905487804878,28.5571646341463,21,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,152,10,27470,1530,0,1000,0,1, , ,1,0,1,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,2, ,0,0,0,0,0,4,4,4,4,4,4,1,2,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
191828,10.020618556701,10.3803786574871,62.2822719449226,1,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,6,0,4,2,0,11,152,26,28067,4391,2430,13140,0,1, , ,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,3,1,1,0,1,0,4,3,4,3,4,4,1,2,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0
191842,9.8909626719057,9.74668275030157,48.7334137515079,17,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,11,152,0,27470,0,0,0,0,1, , ,1,0,0,0,0,1,0,0,0,0,0,1,0, ,1,0,0,0,0,0,1,2,1,1,1,1,0,4,4,4,4,4,4,1,2,2,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0
191873,8.625,10.3863636363636,20.7727272727272,18,1,1,1,1,0,0,0,1,0,0,0,1,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,11,152,19,27470,3100,0,3000,0,1, , ,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,2,1,1,0,0,0,5,5,5,5,5,5,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0,0
191897,9.75423728813559,9.51905487804878,9.51905487804878,21,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,152,0,27470,0,0,0,0,1, , ,1,0,0,1,0,0,0,0,0,0,0,0,1, ,1,0,0,0,0,0,2, ,0,0,0,0,0,4,4,4,4,4,4,1,2,2,0,0, ,0,0,0,0,0,1,1,1,0,0,0,0,0,0
191919,8.2,7.20754716981132,64.8679245283019,4,2,1,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,11,152,0,31475,0,0,5940,0,2,1, ,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,4,3,3,3,3,3,1,2,2,0,0, ,0,0,0,0,0,1,1,1,1,1,0,0,0,0
192036,9.8909626719057,9.74668275030157,19.4933655006031,17,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,1,0,2,1,1,1,0,0,0,0,0,1,0,0,2,0,2,0,0,11,152,0,27470,0,0,10000,0,1, , ,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,3,1,1,1,1,0,4,4,3,3,4,4,2, ,3,0,0, ,0,0,0,0,0,1,1,0,0,0,1,0,0,0
192229,9.8909626719057,9.74668275030157,29.2400482509047,17,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,152,0,27470,0,35000,4000,0,1, , ,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,4,4,4,4,4,4,2, ,2,0,0, ,0,0,0,0,0,1,1,1,1,1,1,1,0,0
192315,8.09756097560976,7.98272138228942,518.876889848812,17,3,2,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,65,0,65,0,0,11,152,46,30000,7500,0,10000,0,2,1, ,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,2, ,0,0,0,0,0,3,3,3,2,3,3,1,1,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
192387,9.75423728813559,9.51905487804878,9.51905487804878,21,1,1,1,1,0,1,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,2,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,11,152,0,28970,0,4000,2000,0,1, , ,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,4,4,4,4,4,4,1,2,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1
192567,9.8909626719057,9.74668275030157,29.2400482509047,17,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,11,152,0,28647,0,0,11500,0,2,1, ,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,3,1,1,1,0,0,4,3,3,3,4,3,2, ,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
192576,2.90909090909091,2.94736842105263,32.4210526315789,2,2,2,1,1,0,1,0,0,0,0,0,0,0,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,11,0,8,3,0,11,152,16,27470,2752,5000,4000,0,1, , ,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,3,1,1,0,1,0,3,3,3,3,3,3,1,2,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
192672,9.75423728813559,9.51905487804878,19.0381097560976,21,1,3,1,1,0,1,1,1,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,10,160,40,32300,7500,0,10000,0,3, ,1,2,0,0,0,0,1,0,0,0,0,0,1,0, ,1,1,0,0,0,0,1,2,1,1,1,1,0,4,5,4,4,4,4,2, ,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
192705,10.2540983606557,10.5416293643688,115.957923008057,21,2,2,1,0,0,0,0,0,1,0,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,11,152,0,27470,0,0,0,0,1, , ,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,4,4,4,4,4,4,1,1,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1
192744,8.79393939393939,8.79549950544016,202.296488625124,17,2,1,1,1,0,1,0,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,23,0,0,11,152,29,27470,4503,67245,26225,0,2,1, ,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1,1,0,0,0,4,4,4,3,3,4,1,2,2,0,0, ,0,0,0,0,0,1,1,0,0,0,0,0,0,0
192746,9.8909626719057,9.74668275030157,19.4933655006031,17,1,2,1,0,0,1,0,0,0,0,0,1,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,2,0,1,1,0,11,152,0,27470,0,0,0,0,1, , ,1,1,0,0,0,1,0,0,0,0,0,1,0, ,1,1,0,0,0,0,1,3,1,1,1,1,0,3,3,3,2,3,3,1,1,2,0,0, ,0,0,0,0,0,1,1,1,1,1,1,1,0,0
192751,10.2540983606557,10.5416293643688,115.957923008057,21,2,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,11,152,46,28812,7590,49198,4000,0,2,1, ,1,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1,0,0,0,0,2, ,0,0,0,0,0,4,5,4,3,5,5,1,2,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,1,0,0
192871,9.8909626719057,9.74668275030157,29.2400482509047,17,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11,152,0,27470,0,0,17517,0,1, , ,2,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2, ,0,0,0,0,0,5,4,4,4,4,4,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
192881,1.4,1.2638036809816,32.8588957055216,2,3,2,1,1,1,1,0,0,1,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,26,0,26,0,0,11,152,46,27470,7897,16056,8874,0,2,1, ,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,3,1,1,1,1,0,4,4,4,4,4,4,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
192892,9.8909626719057,9.74668275030157,9.74668275030157,17,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,11,152,40,27470,6880,0,0,0,1, , ,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,1,0,0,1,0,4,4,4,4,4,4,2, ,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
193142,8.96551724137931,8.92489795918367,62.4742857142857,1,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,1,0,1,0,0,7,0,7,0,0,11,152,30,28470,5000,10000,6000,0,2,1, ,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,2,1,0,0,0,0,3,4,3,3,3,3,1,2,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0
193312,8.96551724137931,8.92489795918367,89.2489795918367,1,2,3,1,1,0,0,1,1,0,1,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,2,1,0,0,1,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,11,152,38,27470,6089,10900,10280,0,2,1, ,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,3,1,1,1,1,0,4,4,3,3,4,4,1,1,2,0,0, ,0,0,0,0,0,0,1,1,1,1,1,1,0,0
193313,9.5,9.12222222222222,18.2444444444444,23,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,11,152,0,27470,0,4000,12000,0,1, , ,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,5,5,5,4,5,5,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
193347,8.79393939393939,8.79549950544016,228.682987141444,17,2,1,1,1,0,0,0,0,1,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,26,0,26,0,0,11,152,12,27470,2140,0,6000,0,3, ,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,3,1,1,1,1,0,4,4,4,4,4,4,1,2,3,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0
193405,9.8909626719057,9.74668275030157,58.4800965018094,17,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,11,152,46,29470,7270,0,9500,0,1, , ,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,3,3,3,3,3,3,2, ,3,0,0, ,0,0,0,0,0,1,1,0,0,0,0,0,0,0
193430,8.625,10.3863636363636,10.3863636363636,18,1,2,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,11,152,54,27470,10000,0,5000,0,2,1, ,1,0,0,0,0,1,0,0,0,0,0,1,0, ,1,0,0,0,0,0,1,1,1,1,1,1,0,5,5,5,5,5,5,1,2,1,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
193458,9.75423728813559,9.51905487804878,28.5571646341463,21,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,2,1,0,1,0,0,1,0,0,1,1,0,3,0,0,3,0,11,152,0,30000,0,0,30000,0,1, , ,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,2, ,0,0,0,0,0,5,5,5,3,4,4,1,2,2,0,0, ,0,0,0,0,0,1,1,1,1,1,1,1,0,0
193507,9.40344827586207,9.19021739130435,18.3804347826087,14,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,11,152,0,27470,0,0,5000,0,1, , ,1,0,0,0,0,1,0,0,0,0,0,1,0, ,1,0,0,0,0,0,1,3,1,1,0,1,0,4,4,4,3,4,4,1,2,1,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
193667,10.2540983606557,10.5416293643688,21.0832587287376,21,2,2,1,1,0,0,0,0,1,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,11,152,0,27470,0,0,2000,0,2,1, ,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,3,3,3,3,3,3,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0,0
193751,10.2540983606557,10.5416293643688,94.8746642793192,21,2,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,11,152,32,27470,5774,0,37470,0,1, , ,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,4,4,4,4,4,4,2, ,3,0,0, ,0,0,0,0,0,1,0,1,0,1,0,0,0,0
193808,11.038961038961,13.0452261306533,26.0904522613066,22,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,11,152,0,27470,0,0,6000,0,4, , ,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,4,4,4,4,4,4,1,1,2,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0
193814,10.0754716981132,11.1240310077519,33.3720930232557,20,1,1,1,0,0,0,0,0,1,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,152,29,27470,4437,0,8500,0,1, , ,1,0,0,0,0,1,0,0,0,0,0,1,1, ,1,0,0,0,0,0,1,3,1,0,0,0,0,4,3,3,3,4,4,2, ,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1
193962,9.8909626719057,9.74668275030157,48.7334137515079,17,1,3,1,1,1,1,0,0,1,1,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,5,0,4,1,0,11,152,35,29000,5667,0,3000,0,2,1, ,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,5,5,5,4,5,5,2, ,2,0,0, ,0,0,0,0,0,1,1,1,1,1,1,1,0,0
193967,9.8909626719057,9.74668275030157,19.4933655006031,17,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,11,152,40,27470,7270,0,2000,0,2,1, ,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,3,3,3,3,3,3,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0
193971,10.625,9.76969696969697,19.5393939393939,24,1,2,1,0,0,0,0,0,0,1,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,11,152,0,27470,0,0,2000,0,1, , ,1,0,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,1,1,1,0,0,0,0,5,3,3,3,3,3,1,2,1,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0
193982,9.75423728813559,9.51905487804878,28.5571646341463,21,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,152,0,27470,0,0,10000,0,1, , ,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,3,1,1,1,1,0,4,4,5,4,4,4,2, ,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1
194001,9.8909626719057,9.74668275030157,9.74668275030157,17,1,2,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11,152,0,27470,0,0,6600,0,1, , ,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2, ,0,0,0,0,0,4,4,4,4,4,4,1,2,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
194010,9.8909626719057,9.74668275030157,9.74668275030157,17,1,3,1,1,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,11,152,44,27470,7277,8000,12000,0,2,1, ,1,0,0,1,0,0,0,0,0,0,0,1,0, ,1,1,0,0,0,0,1,3,1,1,1,1,0,4,4,4,4,4,4,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,1,0,0
194057,9.75423728813559,9.51905487804878,28.5571646341463,21,1,1,1,1,0,1,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,3,0,3,0,0,11,152,0,32087,0,0,25000,0,2,1, ,1,0,0,1,0,1,0,0,1,0,0,0,0,4,1,1,0,0,0,0,1,3,1,1,0,1,0,3,3,3,3,3,3,2, ,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
194156,9.8909626719057,9.74668275030157,19.4933655006031,17,1,2,1,1,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,11,152,0,27470,0,0,0,0,1, , ,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2,1,1,1,1,0,4,4,3,3,4,4,2, ,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
194267,9.75423728813559,9.51905487804878,19.0381097560976,21,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,2,0,1,1,0,11,152,18,33970,2756,0,5000,0,1, , ,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,2,1,0,1,1,0,4,4,5,5,5,4,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,1,0,0
194388,9.75423728813559,9.51905487804878,66.6333841463415,21,1,2,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,0,0,0,7,0,7,0,0,11,152,0,27470,0,0,0,0,2,1, ,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,5,5,5,5,5,5,2, ,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
194407,1.4,1.2638036809816,69.509202453988,2,3,3,1,1,1,1,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,55,0,55,0,0,11,152,40,27470,6120,0,0,0,2,1, ,1,1,0,0,0,0,0,1,0,0,0,0,0,3,1,1,1,0,0,0,1,3,1,1,1,1,0,4,5,5,3,5,4,1,2,1,1,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0
194436,9.75423728813559,9.51905487804878,28.5571646341463,21,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,152,30,27470,4970,1000,27470,0,2,1, ,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,2, ,0,0,0,0,0,4,4,4,4,4,4,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1
