no,w,j1,j2,q1_1,q1_2,q1_3,q1_4,q1_5,q1_6,q2,q3,q4,q4a_1,q4a_2,q4a_3,q4a_4,q5,q5a_1,q5a_2,q5a_3,q5a_4,q5a_5,q5a_6,q5a_7,q5a_8,q5a_9,q6,q6a_1,q6a_2,q6a_3,q6a_4,q6a_5,q6a_6,q6a_7,q6a_8,q6a_9,q6a_10,q6a_11,q7,q8a,q8b,q8c,q8d,q8e,nq9a_1,nq9a_2,nq9b_1,nq9b_2,nq10a,nq10ab,q10b,nq10bb,q11,q11a2,q11a3,q12,q13a,q13ab,nq13b,q14,q15,nq15a,nq15b,q16,q16a,q17,q18,q18a,q18b_1,q18b_2,q18b_3,q18b_4,q18b_5,q18b_6,q18b_7,q18b_8,q19,q19a,q20_1,q20_2,q20_3,q20_4,q20_5,q20_6,q20_7,q21,q21a,q21b_1,q21b_2,q21b_3,q21b_4,q21b_5,q21b_6,q21b_7,q21b_8,q21c,q21d,q22,q22a,q23,q23a_1,q23a_2,q24,q24a_1,q24a_2,q24a_3,q24a_4,q24a_5,q25_1,q25_2,q25_3,q25_4,q25_5,q25_6,q25_7,q25_8
520363,53.032,3,1,1,1,1,0,0,0,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,2,7,8,2,0,20000,3335,1, ,1, , ,1,5,1, ,1,2, , ,1,1,1,1, , , , , , , , , ,2, ,1,1,1,1,1,2,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
520974,50.7951807228916,8,1,1,1,1,1,0,0,2,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,2,2,3,1,2,6.5,9,3,0,20000,3335,1, ,1, , ,1,5,1, ,1,2, , ,2, ,2,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,1,1,0,0,1,0,1,1,0,0,1,1,2, ,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
520983,48.3818181818182,10,1,1,1,1,1,0,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,7,7,3,0,20000,3335,1, ,1, , ,1,4,1,14,1,1,3,0,2, ,2,1, , , , , , , , , ,1,2,3,2,2,3,2,3,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
521101,52.084388185654,2,1,1,1,1,0,0,0,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,8,10,4,30,22242,1701,1, ,1, , ,2,2,1,12,1,1,4,30,1,1,3,1, , , , , , , , , ,2, ,3,3,3,3,3,3,3,1,1,1,1,0,0,0,1,0,0,1,2,2, ,3,0,0, ,0,0,0,0,0,0,0,1,1,1,0,0,0
521136,52.3703703703704,1,1,1,1,1,0,1,0,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,2,7,9,1,0,20000,3335,1, ,1, , ,1,5,1, ,1,2, , ,1,1,2,1, , , , , , , , , ,2, ,2,2,2,3,2,3,2,2, ,0,0,0,0,0,0,0,0, , ,1,1,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
521150,52.3703703703704,1,1,1,1,1,1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,6,9,3,0,20000,2668,2,3000,2,1, ,1,2,1,8,2,1,3,0,1,1,2,1, , , , , , , , , ,2, ,3,2,3,3,3,3,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
521593,52.3703703703704,1,1,1,1,1,0,1,0,2,2,2,1,0,0,0,2,1,1,1,0,0,0,0,0,0,2,1,0,0,0,1,1,1,0,0,1,0,1,2,2,2,1,2,8,9,4,30,20000,3335,1, ,1, , ,1,2,1,12,1,1,3,0,1,1,3,1, , , , , , , , , ,2, ,3,3,3,3,3,3,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
521732,51.5909090909091,6,1,1,1,1,0,0,0,2,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,0,0,0,0,0,1,2,2,3,2,1,6.5,6.5,3,0,20000,2668,1, ,1, , ,1,2,1,16,2,1,2,0,1,1,1,1, , , , , , , , , ,1,2,3,4,3,4,4,4,4,1,1,0,1,1,0,0,1,0,0,1,4,2, ,3,0,0, ,0,0,0,0,0,1,1,0,1,0,0,0,0
521972,52.084388185654,2,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,6.5,9,1,0,20000,2668,1, ,1, , ,1,5,1, ,1,1,1,0,1,1,2,1, , , , , , , , , ,2, ,2,1,1,1,2,1,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,0,0,0,0,0
522157,48.3818181818182,10,1,1,1,1,1,1,0,1,6,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,1,2,7,8,1,30,20000,3335,2,15000,1, , ,1,5,1, ,2,2, , ,1,1,3,1, , , , , , , , , ,2, ,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1
522185,51.4490566037736,6,1,1,1,1,1,1,0,1,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,1,2,2,1,1,1,9,10,2,30,23000,2001,2,0,1, , ,1,3,1,12,1,1,0,30,1,1,2,1, , , , , , , , , ,2, ,4,2,2,4,3,4,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
522312,46.8421052631579,3,1,1,1,1,1,0,0,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,4,2,8,7.5,1,30,20000,3335,2,2600,1, , ,1,2,1,12,1,1,1,30,1,1,2,1, , , , , , , , , ,1,2,2,2,2,2,1,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
522382,52.3703703703704,1,1,1,1,1,0,0,0,1,3,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,7.5,9.5,3,0,20000,2000,2,5000,1, , ,1,3,1,8,1,1,3,0,1,2,1,1, , , , , , , , , ,1,2,2,2,3,3,2,3,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,0,0,1,0,0,0
522550,51.4490566037736,6,1,1,1,1,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,8,8,4,0,24000,3335,2,10000,1, , ,3,2,1,12,1,1,4,0,1,3,2,1, , , , , , , , , ,2, ,2,2,2,2,1,1,1,1,3,1,0,1,1,0,0,0,0,4,1,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
522605,36.7058823529412,21,1,1,0,0,0,0,0,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,8,9,4,0,20000,2668,1, ,1, , ,1,5,1, ,1,2, , ,1,2,1,1, , , , , , , , , ,1,2,2,2,2,2,2,3,2,1,1,0,1,1,0,0,1,0,0,1,4,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
522606,48.3818181818182,10,1,1,1,1,0,0,0,1,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,8,6,2,0,20000,2668,2,3000,1, , ,1,4,1,12,1,1,2,0,1,1,1,1, , , , , , , , , ,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,4,2, ,2,0,0, ,0,0,0,0,0,0,1,1,1,1,0,0,0
523208,52.084388185654,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,7,7,3,50,19000,2368,2,0,2,1, ,1,1, ,24,1,1,3,0,1,1,1,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,1,3,1,1,1,0,0,0,0,0,1,1,2, ,2,0,0, ,0,0,0,0,0,1,1,1,0,0,0,0,0
523296,50.5714285714286,11,1,1,1,1,1,0,0,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,1,2,8,11,3,30,20000,3335,2,600,1, , ,1,5,1, ,1,2, , ,1,1,1,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
523457,49.375,5,1,1,1,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,6.5,9.5,2,0,23000,2668,2,3000,1, , ,1,2,1,12,1,1,1,43,1,1,3,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,1,3,0,0, ,0,0,0,0,0,1,0,0,0,0,0,1,0
523586,52.084388185654,2,1,1,0,0,0,0,0,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,8,7.5,2,0,22000,2668,1, ,2,1, ,3,2,1,12,1,1,2,0,2, ,1,1, , , , , , , , , ,2, ,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,1,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
523865,52.3703703703704,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,8,9,3,0,20000,3335,2,3000,1, , ,1,5,1, ,1,2, , ,1,1,1,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
524269,55.8658536585366,14,1,1,1,0,0,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,7,8,4,0,25000,2835,1, ,1, , ,1,5,1, ,1,2, , ,1,1,1,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,1,1,1,0,1,1,0,0,0,0,1,2,2, ,2,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
524402,50.6818181818182,12,1,1,1,1,1,1,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,7,7.5,2,30,20000,3335,2,10000,1, , ,1,2,1,12,1,1,2,30,1,1,2,1, , , , , , , , , ,1,2,1,1,1,1,2,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
524435,54.0909090909091,20,1,1,1,0,0,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,7.5,6,2,0,20000,2668,2,2000,1, , ,1,2,1,24,1,1,0,48,1,1,1,1, , , , , , , , , ,1,2,3,3,3,2,3,3,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
524458,52.084388185654,2,1,1,1,0,1,0,0,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,7,9,4,30,20000,3335,1, ,1, , ,1,5,1, ,1,1,6,30,1,2,1,1, , , , , , , , , ,1,2,3,3,3,3,3,4,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0
524774,52.3703703703704,1,1,1,1,0,0,0,0,1,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,2,3,2,1,2,8,7,4,0,25000,3335,1, ,1, , ,1,2,1,12,1,1,1,42,2, ,1,1, , , , , , , , , ,1,2,1,1,1,1,1,1,1,1,3,0,0,0,1,1,0,1,0,3,3,1,2,2,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
524923,44.1714285714286,3,1,1,1,1,1,0,0,2,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,0,1,2,3,3,2,1,9,9,4,0,22000,3335,2,6000,2,1, ,1,2,1,18,1,1,2,0,1,1,1,1, , , , , , , , , ,1,2,3,3,3,2,2,2,3,1,1,0,0,1,0,1,0,0,0,1,4,2, ,1,1,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0
524946,51.4490566037736,6,1,1,1,1,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,7,9,2,30,20000,2667,1, ,1, , ,1,5,1, ,1,1,2,30,1,2,3,1, , , , , , , , , ,1,2,3,3,2,3,3,3,3,2, ,0,0,0,0,0,0,0,0, , ,1,2,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
525390,59.025641025641,4,1,1,1,1,1,1,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,2,1,6,6,4,0,20000,3335,1, ,1, , ,1,2,1,12,1,1,1,42,1,2,1,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,1,3,1,0,0,0,0,0,0,0,1,2,1,2,1,1,1,2,1,1,0,1,0,1,0,0,0,0,0,0,0
525683,51.4490566037736,6,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,8,8,3,0,21000,2668,1, ,1, , ,1,2,1,12,1,1,1,0,1,1,1,1, , , , , , , , , ,1,2,3,3,3,3,3,3,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
525846,52.8125,2,1,1,1,1,1,0,0,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,4,1,8,8,3,0,23000,1000,2,20000,2,1, ,1,2,1,12,1,1,1,0,2, ,2,1, , , , , , , , , ,2, ,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
526524,51.5909090909091,6,1,1,1,0,1,0,0,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,2,2,8,8,1,30,20000,3335,2,0,1, , ,1,5,1, ,1,2, , ,2, ,2,1, , , , , , , , , ,1,2,2,1,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1
526559,53.032,3,1,1,1,1,1,0,0,1,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,7,8,4,0,23000,2000,2,20000,1, , ,2,4,1,12,1,2, , ,1,1,2,1, , , , , , , , , ,1,2,1,1,1,1,1,1,1,1,3,0,0,0,1,1,1,0,0,3,4,1,1,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
526889,53.032,3,1,1,1,1,1,1,0,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,2,3,1,1,2,7,10,2,30,20000,2668,2,10000,1, , ,1,2,1,12,1,1,0,30,1,1,2,1, , , , , , , , , ,2, ,2,1,1,2,1,2,2,1,1,1,0,0,0,1,0,0,0,1,4,2, ,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
527066,50.5714285714286,11,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,8,9,1,30,20000,0,2,0,4, , ,1,1, ,12,1,1,1,43,1,1,2,1, , , , , , , , , ,1,2,3,3,3,3,3,3,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0
527183,51.9903846153846,4,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,2,3,1,1,2,6,10,3,30,20000,2001,1, ,1, , ,1,3,1,12,1,1,1,36,1,1,1,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1
527196,52.3703703703704,1,1,1,1,1,1,0,0,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,2,3,2,1,1,6,7,1,0,20000,2668,1, ,1, , ,1,2,1,12,1,1,0,48,1,2,1,1, , , , , , , , , ,2, ,3,3,3,3,3,4,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0
527217,51.9903846153846,4,1,1,1,1,1,1,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,2,4,1,1,1,7.5,11,2,0,20000,3335,2,2000,1, , ,1,5,1, ,1,1,0,30,2, ,2,1, , , , , , , , , ,1,2,3,4,3,4,3,3,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,0,0,0,0,0
527326,52.084388185654,2,1,1,1,0,1,1,0,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,1,1,7.5,8.5,3,0,25000,3000,2,8000,1, , ,1,2,1,6,1,1,3,0,2, ,3,1, , , , , , , , , ,2, ,2,2,1,2,2,2,2,1,1,0,0,1,0,1,0,1,0,1,1,1,2,1,1,0,2,1,1,1,0,0,1,1,0,1,1,0,0,0
527401,55.8658536585366,14,1,1,1,0,0,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,2,8,6.5,3,30,22242,3335,1, ,1, , ,1,5,1, ,1,1,4,0,1,1,3,1, , , , , , , , , ,1,2,2,1,1,2,2,2,2,1,1,1,0,0,1,0,1,0,0,1,1,2, ,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
527714,52.3703703703704,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,7,9,2,30,20000,3335,2,2000,1, , ,1,5,1, ,1,2, , ,1,1,1,1, , , , , , , , , ,2, ,1,2,2,2,2,3,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0
527720,52.084388185654,2,1,1,1,1,1,1,0,1,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,1,7,9,1,30,21500,3335,2,1200,1, , ,1,5,1, ,1,1,2,0,1,1,2,1, , , , , , , , , ,2, ,1,1,1,1,1,1,1,2, ,0,0,0,0,0,0,0,0, , ,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1
527732,52.084388185654,2,1,1,1,0,1,0,0,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,2,4,1,1,1,7,8,3,0,20000,3335,2,15000,1, , ,2,2,1,11,1,1,2,0,1,1,1,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,1,2,2,0,0, ,0,0,0,0,0,1,1,0,0,0,0,0,0
528201,49.375,5,1,1,1,1,1,1,0,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,7.5,7.5,3,0,20000,2668,2,2500,1, , ,1,2,1,24,1,1,0,48,1,1,1,1, , , , , , , , , ,2, ,2,3,2,2,3,3,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0
528228,52.3703703703704,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,2,3,1,1,1,7.5,8.5,1,0,22000,2668,1, ,1, , ,2,2,1,12,1,1,2,0,1,1,3,1, , , , , , , , , ,1,1,1,2,2,2,1,1,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,0,0,0
528333,55.8658536585366,14,1,1,0,1,1,0,0,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,7,7,4,30,22943,3335,2,8000,2,1, ,2,5,1, ,1,1,1,0,1,1,1,1, , , , , , , , , ,2, ,2,2,3,3,3,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,0,0,0,0,0,0
528749,50.7951807228916,8,1,1,1,1,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,2,6,8,3,0,23000,2668,1, ,1, , ,2,3,1,15,1,1,3,0,1,1,1,1, , , , , , , , , ,1,2,2,2,3,2,2,1,2,1,1,0,0,1,1,1,0,0,0,3,1,2, ,2,0,0, ,0,0,0,0,0,1,1,0,0,1,1,0,0
528793,51.9903846153846,4,1,1,1,1,1,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,8,7,3,0,20000,3335,1, ,4, , ,2,5,1, ,1,2, , ,1,1,3,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,1,1,0,0,1,1,0,1,0,0,3,1,2, ,3,0,0, ,0,0,0,0,0,1,1,1,0,0,0,0,0
529195,52.3703703703704,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,6,9,2,0,20000,2500,2,6000,1, , ,1,5,1, ,1,2, , ,1,1,2,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
529431,51.9903846153846,4,1,1,1,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,0,0,0,0,0,1,2,1,2,1,2,6,10,3,0,20000,3335,2,10000,1, , ,1,5,1, ,1,1,3,0,1,2,2,1, , , , , , , , , ,2, ,3,3,3,4,3,4,3,2, ,0,0,0,0,0,0,0,0, , ,2, ,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
529485,54.3766233766234,13,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,6,6,3,0,20000,3335,1, ,1, , ,1,5,1, ,2,2, , ,1,1,3,1, , , , , , , , , ,1,2,3,2,2,2,2,3,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
529540,51.1052631578947,9,1,1,1,1,1,0,0,1,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,8,7,2,30,20000,3335,1, ,1, , ,1,5,1, ,1,2, , ,1,1,2,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
529721,2,15,1,1,1,1,0,0,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,1,6,8,1,0,20000,3335,1, ,3, ,1,1,3,1,16,1,1,1,0,1,1,3,1, , , , , , , , , ,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,4,1,1,2,0,0, ,0,0,0,0,0,1,0,0,0,0,0,0,0
530016,50.5268817204301,2,1,1,1,0,1,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,0,0,1,0,0,1,2,3,3,2,2,6.5,9,3,0,20000,2668,1, ,2,1, ,2,3,1,12,1,1,3,0,1,1,1,1, , , , , , , , , ,2, ,2,2,2,1,2,2,2,1,1,1,0,1,0,1,0,0,0,3,2,2, ,3,0,0, ,0,0,0,0,0,1,1,1,1,1,1,0,0
530258,51.4490566037736,6,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,1,7,9,3,0,21000,2668,1, ,1, , ,1,2,1,12,1,1,1,24,1,1,2,1, , , , , , , , , ,1,2,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
530414,50.6818181818182,12,1,1,1,1,1,1,0,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,6,7,3,0,20000,3335,1, ,1, , ,1,2,1,12,1,1,0,48,1,1,1,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,1,3,1,0,0,1,0,0,1,0,2,4,1,1,2,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
530454,51.1052631578947,9,1,1,1,1,1,0,0,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,2,4,1,1,1,6,10,3,0,20000,2668,2,2000,1, , ,1,2,1,8,1,2, , ,1,1,1,1, , , , , , , , , ,2, ,2,2,2,2,2,2,2,2, ,0,0,0,0,0,0,0,0, , ,2, ,3,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,1
